fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
1003,2009-06-17,0.0,101.15,18.21,28.83,23.66,23.66,34.0,24.09,9.91,28.93,2.21,2.74,1.57,1.16,3.77,5.44,2.06,3.38,
1003,2009-06-18,0.0,101.0,18.27,29.21,23.65,23.65,34.87,24.61,10.26,29.06,1.87,2.7,0.59,2.11,3.19,5.05,0.74,4.31,
1003,2009-06-19,0.0,100.89,18.52,29.88,23.86,23.86,36.03,24.92,11.11,29.75,2.08,3.46,0.78,2.68,3.52,5.14,0.84,4.3,
1003,2009-06-20,0.0,100.86,18.34,30.3,23.69,23.69,37.0,25.08,11.92,30.38,2.2,3.03,0.9,2.13,3.69,5.36,1.25,4.11,
1003,2009-06-21,0.0,100.75,18.62,30.49,23.94,23.94,36.23,25.2,11.02,30.47,2.29,3.08,1.64,1.44,3.86,5.17,2.59,2.58,
1003,2009-06-22,0.0,100.55,18.8,30.51,24.08,24.08,36.29,25.98,10.31,30.43,2.54,3.1,2.04,1.06,4.25,5.22,3.12,2.1,
1003,2009-06-23,4.11,100.41,19.25,30.45,24.42,24.42,36.16,25.07,11.09,30.33,2.17,2.85,1.34,1.5,3.72,5.16,2.6,2.56,0.7658
1003,2009-06-24,5.01,100.43,19.38,30.05,24.56,24.56,35.58,25.61,9.96,30.18,1.48,2.03,0.72,1.32,2.58,3.79,1.09,2.7,
1003,2009-06-25,1.49,100.64,17.69,28.9,23.07,23.07,33.66,24.94,8.72,29.14,2.44,3.71,1.36,2.35,3.94,5.02,2.58,2.44,
1003,2009-06-26,1.11,100.69,17.26,29.15,22.67,22.67,35.0,24.02,10.98,29.48,2.05,2.47,1.65,0.82,3.29,4.94,2.04,2.9,
1003,2009-06-27,1.04,100.75,17.66,29.98,22.94,22.95,35.84,25.38,10.46,30.31,2.28,3.25,0.94,2.31,3.68,5.6,1.05,4.55,
1003,2009-06-28,0.67,100.59,19.16,30.44,24.39,24.39,35.93,26.04,9.89,30.62,2.47,2.82,1.87,0.95,3.95,5.2,2.45,2.75,
1003,2009-06-29,9.4,100.3,19.86,29.63,24.94,24.94,34.46,25.42,9.05,29.62,1.8,2.64,1.01,1.63,3.14,5.04,2.21,2.83,
1003,2009-06-30,0.62,100.34,14.24,28.75,19.32,19.32,34.92,23.28,11.64,28.71,1.3,2.37,0.22,2.15,2.16,4.16,0.8,3.36,0.0
1003,2009-07-01,0.0,100.54,16.0,29.51,21.31,21.31,36.73,23.52,13.21,29.71,2.49,3.67,1.57,2.1,4.25,6.22,2.17,4.05,
1003,2009-07-02,6.62,100.9,18.02,30.08,23.41,23.41,35.66,24.95,10.71,30.11,2.8,3.34,2.04,1.3,4.6,5.51,3.22,2.28,
1003,2009-07-03,0.09,101.18,15.83,29.69,21.2,21.2,35.97,24.52,11.44,29.9,1.53,1.94,0.88,1.06,2.85,4.4,1.71,2.68,
1003,2009-07-04,4.24,101.12,15.87,29.36,21.18,21.18,36.18,22.34,13.84,29.82,2.08,2.97,0.42,2.55,3.45,4.94,0.6,4.34,
1003,2009-07-05,1.88,100.82,18.54,30.29,23.85,23.85,35.38,26.5,8.88,30.45,3.31,4.08,2.64,1.44,5.25,5.8,4.37,1.42,
1003,2009-07-06,9.17,100.69,18.03,26.08,23.37,23.37,28.17,23.63,4.54,26.2,3.23,4.7,1.64,3.06,5.15,7.05,2.76,4.29,
1003,2009-07-07,14.73,100.57,18.44,26.72,23.78,23.78,30.0,23.59,6.41,26.87,3.08,5.37,1.64,3.73,4.96,7.94,2.6,5.34,0.6606000000000001
1003,2009-07-08,2.94,100.67,17.08,27.71,22.5,22.5,32.42,23.84,8.58,27.85,2.54,3.45,1.96,1.49,4.04,4.72,3.12,1.6,
1003,2009-07-09,3.1,101.08,15.87,28.26,21.32,21.32,34.16,22.91,11.24,28.37,1.25,1.99,0.34,1.65,1.94,3.5,0.03,3.46,
1003,2009-07-10,4.35,101.51,16.76,27.96,22.36,22.36,33.04,23.76,9.27,28.04,1.54,2.68,0.47,2.21,2.31,4.19,0.38,3.81,
1003,2009-07-11,0.09,101.64,16.42,28.28,22.04,22.04,34.03,22.89,11.14,28.6,1.8,2.31,0.79,1.52,2.86,4.32,1.15,3.17,
1003,2009-07-12,4.06,101.49,17.45,28.41,23.01,23.01,33.12,24.15,8.98,28.68,1.37,2.43,0.22,2.22,2.4,4.81,0.3,4.51,
1003,2009-07-13,9.75,101.11,18.22,28.74,23.67,23.67,33.82,24.7,9.12,28.9,2.34,3.24,1.91,1.34,3.85,4.81,3.07,1.74,
1003,2009-07-14,7.49,101.1,18.44,29.32,23.86,23.86,34.45,24.72,9.73,29.41,1.5,2.22,0.38,1.84,2.47,3.74,0.57,3.17,0.6606000000000001
1003,2009-07-15,1.9,101.31,18.42,29.54,23.87,23.87,35.24,25.0,10.25,29.89,1.77,2.84,0.73,2.11,2.82,4.51,1.05,3.47,
1003,2009-07-16,11.71,101.27,19.43,27.65,24.79,24.79,30.73,25.7,5.02,27.79,2.3,2.66,1.78,0.88,3.73,4.74,2.89,1.86,
1003,2009-07-17,2.32,101.1,18.44,27.15,23.89,23.89,30.46,25.05,5.41,27.38,2.74,3.32,2.36,0.96,4.48,5.41,3.3,2.11,
1003,2009-07-18,0.22,101.28,15.02,27.52,20.33,20.33,32.61,23.36,9.25,27.67,2.13,2.7,1.84,0.86,3.4,4.76,2.89,1.87,
1003,2009-07-19,0.46,101.41,11.88,25.03,16.75,16.76,30.73,20.45,10.28,25.27,1.97,2.33,1.35,0.97,3.44,4.86,2.4,2.47,
1003,2009-07-20,0.01,101.29,11.61,25.58,16.41,16.41,31.84,18.49,13.34,25.88,1.61,2.53,0.31,2.22,2.54,5.08,0.62,4.46,
1003,2009-07-21,0.12,101.14,13.35,27.01,18.63,18.63,33.16,22.04,11.12,27.2,1.47,2.98,0.24,2.74,2.35,4.68,0.31,4.37,0.6606000000000001
1003,2009-07-22,2.38,101.04,15.02,27.58,20.5,20.5,32.91,22.75,10.16,27.94,2.8,3.42,2.2,1.22,4.57,5.11,3.62,1.49,
1003,2009-07-23,8.96,101.01,17.16,27.23,22.65,22.65,30.89,23.95,6.93,27.21,2.01,2.58,1.36,1.21,3.26,5.27,2.06,3.21,
1003,2009-07-24,0.06,101.04,14.54,27.4,19.9,19.9,33.38,21.61,11.77,27.77,1.52,2.1,1.06,1.04,2.42,3.57,1.55,2.02,
1003,2009-07-25,0.68,101.19,15.02,27.02,20.46,20.46,31.66,23.4,8.26,27.14,1.63,2.58,0.31,2.26,2.67,5.03,0.32,4.7,
1003,2009-07-26,3.53,101.24,16.66,27.34,22.22,22.22,31.9,23.51,8.4,27.53,2.66,3.48,2.03,1.44,4.4,5.44,3.19,2.25,
1003,2009-07-27,1.85,101.22,16.77,27.9,22.32,22.32,33.08,23.57,9.51,28.3,2.53,3.83,1.55,2.29,4.15,5.48,2.06,3.42,
1003,2009-07-28,23.08,101.11,18.16,26.1,23.64,23.64,28.44,24.07,4.37,26.19,2.16,3.04,1.26,1.78,3.69,5.29,1.8,3.49,0.649
1003,2009-07-29,5.91,101.07,19.46,27.47,24.76,24.76,30.94,24.85,6.09,27.44,2.72,3.35,2.11,1.23,4.79,5.48,3.69,1.79,
1003,2009-07-30,7.65,101.18,20.34,27.77,25.53,25.53,30.36,25.73,4.63,27.7,2.67,3.33,2.09,1.24,4.69,5.69,3.05,2.64,
1003,2009-07-31,15.21,101.33,20.83,27.35,25.95,25.95,28.87,25.89,2.98,27.29,2.8,3.5,2.11,1.4,4.71,6.18,3.45,2.73,
1003,2009-08-01,14.67,101.35,19.71,27.53,25.03,25.02,30.64,25.18,5.47,27.57,2.07,2.41,1.67,0.74,3.77,4.89,2.5,2.4,
1003,2009-08-02,5.48,101.24,18.5,27.1,23.93,23.93,29.8,24.63,5.17,27.15,2.39,2.92,1.68,1.24,4.13,5.24,3.22,2.02,
1003,2009-08-03,4.03,101.25,18.13,28.2,23.62,23.62,33.27,23.66,9.61,28.47,1.97,2.45,1.28,1.17,3.44,5.13,1.77,3.36,
1003,2009-08-04,1.25,101.25,18.65,29.25,24.04,24.04,34.56,24.96,9.6,29.4,1.92,2.25,0.96,1.28,3.29,4.69,1.19,3.5,0.2907
1003,2009-08-05,8.05,101.19,18.8,28.17,24.21,24.21,32.09,24.83,7.26,28.15,1.83,2.53,1.03,1.49,3.03,4.52,1.56,2.96,
1003,2009-08-06,0.82,101.13,17.1,27.71,22.63,22.63,33.14,23.21,9.93,28.08,1.6,2.04,1.16,0.88,2.99,3.89,2.43,1.46,
1003,2009-08-07,0.48,101.34,17.34,28.12,22.9,22.9,33.44,23.72,9.71,28.42,2.06,2.87,1.23,1.65,3.45,4.77,2.36,2.4,
1003,2009-08-08,2.93,101.56,18.28,27.48,23.82,23.82,30.89,24.72,6.17,27.68,2.72,3.32,2.23,1.09,4.55,5.04,3.67,1.37,
1003,2009-08-09,11.45,101.63,18.62,27.86,24.11,24.11,31.68,24.95,6.73,28.02,1.7,2.49,1.05,1.45,2.98,4.84,1.41,3.43,
1003,2009-08-10,2.68,101.55,18.43,29.62,23.78,23.78,35.57,25.1,10.47,29.49,0.94,1.82,0.15,1.67,1.49,3.77,0.1,3.67,
1003,2009-08-11,4.27,101.25,19.06,28.63,24.46,24.46,32.66,25.51,7.15,28.79,1.49,1.78,1.23,0.54,2.64,3.53,1.67,1.86,0.2907
1003,2009-08-12,8.08,101.07,18.57,27.22,23.96,23.96,30.55,24.87,5.68,27.33,1.19,1.87,0.51,1.36,1.94,3.49,0.67,2.82,
1003,2009-08-13,2.31,101.09,17.15,27.77,22.67,22.67,33.15,22.98,10.17,28.11,1.58,1.96,0.94,1.02,2.64,4.23,1.45,2.78,
1003,2009-08-14,1.99,101.21,17.72,28.04,23.25,23.25,32.87,23.9,8.97,28.36,1.74,2.46,0.17,2.29,2.84,3.98,0.23,3.75,
1003,2009-08-15,1.29,101.18,17.12,26.75,22.66,22.66,31.11,23.79,7.32,27.29,2.72,3.41,1.78,1.63,4.28,4.89,3.13,1.76,
1003,2009-08-16,3.75,101.18,17.72,26.7,23.24,23.24,30.59,23.96,6.63,27.23,2.24,3.16,0.83,2.33,3.62,4.68,2.01,2.67,
1003,2009-08-17,8.63,101.3,18.32,25.84,23.81,23.81,28.27,24.17,4.1,26.24,2.84,4.68,0.18,4.51,4.49,6.7,0.65,6.05,
1003,2009-08-18,9.98,101.34,18.13,26.75,23.63,23.63,31.23,23.47,7.76,27.05,2.11,2.33,1.82,0.51,3.57,4.38,2.84,1.54,0.2907
1003,2009-08-19,12.65,101.12,18.81,26.83,24.21,24.21,30.66,23.83,6.83,27.18,1.97,2.35,1.49,0.86,3.38,4.46,2.19,2.27,
1003,2009-08-20,7.93,101.11,19.52,27.27,24.81,24.81,30.25,25.02,5.23,27.41,1.69,2.22,1.14,1.08,3.1,4.65,1.82,2.84,
1003,2009-08-21,16.14,101.07,19.48,26.59,24.78,24.78,29.15,24.66,4.48,26.86,2.35,3.13,1.71,1.43,3.97,5.16,2.98,2.18,
1003,2009-08-22,0.97,100.95,15.46,25.76,20.85,20.86,30.15,21.32,8.83,26.0,2.62,3.01,2.0,1.01,4.52,5.04,3.94,1.1,
1003,2009-08-23,0.0,101.08,12.35,22.77,17.4,17.4,27.72,18.76,8.96,23.54,2.66,3.18,2.23,0.96,4.53,5.75,3.23,2.52,
1003,2009-08-24,0.0,101.24,11.94,23.36,16.92,16.92,28.57,17.54,11.03,23.77,1.54,2.21,0.74,1.46,2.7,4.52,1.54,2.98,
1003,2009-08-25,0.0,101.21,13.29,24.78,18.6,18.6,30.48,19.21,11.27,25.24,1.42,1.93,0.75,1.17,2.5,3.91,0.9,3.01,0.2907
1003,2009-08-26,0.16,101.24,14.11,25.74,19.51,19.51,31.07,20.96,10.1,25.83,1.26,2.07,0.21,1.86,2.06,3.71,0.1,3.61,
1003,2009-08-27,10.61,101.1,16.28,25.14,21.83,21.83,29.65,22.14,7.52,25.39,1.78,2.45,0.89,1.56,2.79,3.52,1.11,2.41,
1003,2009-08-28,1.99,100.83,15.76,26.31,21.24,21.24,31.62,21.69,9.93,26.61,1.2,1.79,0.12,1.66,1.79,3.19,0.15,3.05,
1003,2009-08-29,1.03,100.8,16.82,27.18,22.31,22.31,32.34,23.22,9.12,27.28,2.02,2.46,1.36,1.11,3.53,5.21,1.79,3.42,
1003,2009-08-30,13.66,100.95,18.27,26.11,23.7,23.7,28.9,24.33,4.57,26.1,2.03,2.49,1.16,1.33,3.61,5.18,1.68,3.5,
1003,2009-08-31,1.39,101.16,16.49,25.95,22.03,22.03,30.02,22.74,7.29,26.21,1.39,2.31,0.99,1.32,2.37,4.29,1.59,2.7,
1003,2009-09-01,0.1,101.25,14.07,25.13,19.48,19.48,30.79,20.41,10.39,25.51,2.24,2.87,1.81,1.06,3.79,5.26,2.52,2.74,0.0
1003,2009-09-02,5.07,101.16,15.63,24.79,21.18,21.18,29.98,20.8,9.17,25.4,2.85,3.46,2.48,0.99,4.63,5.78,3.47,2.31,
1003,2009-09-03,0.61,101.07,15.47,24.62,21.0,21.0,28.97,21.44,7.53,25.19,2.69,3.71,1.82,1.9,4.26,5.08,3.0,2.08,
1003,2009-09-04,12.27,101.08,16.91,25.44,22.42,22.42,30.04,21.69,8.35,25.75,2.44,3.17,2.04,1.13,4.01,4.33,3.68,0.65,
1003,2009-09-05,9.13,101.22,18.19,25.35,23.68,23.67,27.99,23.47,4.52,25.36,2.02,2.27,1.53,0.74,3.64,4.33,2.73,1.6,
1003,2009-09-06,12.35,101.35,17.31,25.29,22.87,22.87,29.13,23.25,5.88,25.42,1.84,2.28,1.46,0.82,3.0,3.75,2.49,1.26,
1003,2009-09-07,7.26,101.14,16.59,25.48,22.15,22.16,30.12,22.09,8.02,25.66,1.77,2.1,1.25,0.85,2.83,3.85,1.75,2.1,
1003,2009-09-08,1.44,101.05,15.82,25.99,21.35,21.35,30.39,22.23,8.16,25.92,1.78,2.33,1.13,1.2,2.59,3.8,1.47,2.33,0.0
1003,2009-09-09,0.02,101.12,15.94,26.53,21.49,21.49,31.4,21.84,9.56,26.34,1.69,2.38,0.54,1.84,2.54,4.0,0.61,3.39,
1003,2009-09-10,4.01,101.19,16.88,25.79,22.45,22.45,29.3,22.92,6.38,25.83,2.04,2.75,1.17,1.59,3.36,4.25,1.52,2.73,
1003,2009-09-11,7.45,101.13,17.12,24.5,22.65,22.65,27.7,22.44,5.26,24.72,2.71,3.8,1.99,1.81,4.41,5.3,3.19,2.11,
1003,2009-09-12,15.48,100.7,16.55,23.24,22.04,22.04,25.25,21.5,3.75,23.67,3.93,5.42,2.75,2.67,6.06,7.72,4.92,2.79,
1003,2009-09-13,8.98,100.75,17.08,24.57,22.48,22.48,28.99,21.22,7.77,24.75,1.65,2.41,0.7,1.7,2.95,5.02,0.94,4.08,
1003,2009-09-14,24.6,100.78,19.17,26.05,24.46,24.45,29.27,23.45,5.82,26.08,3.11,4.15,2.11,2.04,5.17,6.16,4.22,1.95,
1003,2009-09-15,9.84,100.66,18.98,26.97,24.3,24.3,30.71,24.8,5.91,27.0,2.89,3.64,2.23,1.41,4.96,6.03,3.68,2.35,0.0
1003,2009-09-16,4.59,100.67,18.55,26.49,23.92,23.92,29.91,24.16,5.75,26.58,3.07,4.22,2.33,1.88,5.2,6.1,4.08,2.02,
1003,2009-09-17,10.47,100.76,18.92,26.69,24.26,24.26,30.12,24.41,5.71,26.81,2.54,3.15,1.94,1.21,4.36,5.61,3.2,2.41,
1003,2009-09-18,12.35,100.93,18.4,26.65,23.82,23.82,30.09,24.12,5.97,26.74,2.39,3.08,1.64,1.43,4.2,5.02,2.95,2.07,
1003,2009-09-19,7.22,101.07,18.9,26.89,24.29,24.28,30.42,24.38,6.04,26.95,2.45,3.08,1.9,1.18,4.35,5.02,3.04,1.98,
1003,2009-09-20,4.9,101.19,18.92,26.53,24.33,24.33,29.57,24.48,5.08,26.57,2.12,2.57,1.54,1.03,3.93,4.88,2.95,1.93,
1003,2009-09-21,5.0,101.19,19.08,26.29,24.46,24.46,29.27,23.93,5.34,26.35,2.17,2.45,1.81,0.64,3.8,4.88,2.78,2.09,
1003,2009-09-22,18.63,101.23,19.52,26.22,24.84,24.84,28.75,24.61,4.14,26.29,2.28,2.79,1.66,1.13,4.01,4.7,3.14,1.56,0.0
1003,2009-09-23,1.08,101.26,17.62,26.9,23.14,23.14,30.96,22.71,8.25,26.78,1.82,2.79,0.53,2.26,2.85,4.9,0.77,4.13,
1003,2009-09-24,0.68,101.18,17.83,27.2,23.32,23.32,32.1,22.77,9.33,27.35,1.68,2.29,1.07,1.21,2.81,4.36,1.32,3.04,
1003,2009-09-25,2.39,101.24,18.25,27.44,23.73,23.73,31.23,24.32,6.91,27.27,1.33,1.79,0.74,1.05,1.9,2.38,1.0,1.37,
1003,2009-09-26,6.12,101.02,18.66,26.15,24.07,24.07,28.78,24.29,4.49,26.24,1.85,2.79,1.12,1.66,3.18,3.98,2.04,1.94,
1003,2009-09-27,0.23,100.77,16.16,25.84,21.65,21.65,30.11,22.1,8.01,25.72,2.01,2.85,0.77,2.08,3.42,5.51,0.95,4.56,
1003,2009-09-28,1.05,100.87,18.03,26.8,23.44,23.44,31.22,22.47,8.75,26.81,3.2,4.17,2.49,1.68,5.52,6.73,4.69,2.04,
1003,2009-09-29,0.02,101.26,9.94,19.83,14.02,14.02,24.5,15.79,8.72,20.72,3.05,4.25,2.53,1.72,5.17,6.69,3.69,3.0,0.0
1003,2009-09-30,0.0,101.27,9.43,19.13,13.26,13.26,24.35,13.74,10.61,19.67,2.17,2.88,1.73,1.14,3.37,5.43,2.46,2.97,
1003,2009-10-01,0.22,101.1,11.22,20.65,15.82,15.82,26.35,14.83,11.52,21.15,1.71,2.82,0.64,2.19,3.0,5.96,0.81,5.15,
1003,2009-10-02,1.96,100.73,14.28,23.04,19.65,19.65,27.39,19.73,7.65,23.11,2.07,3.16,0.59,2.57,3.63,6.25,1.21,5.05,
1003,2009-10-03,0.18,100.96,12.69,22.3,17.71,17.71,27.82,17.58,10.24,22.62,1.67,2.6,0.36,2.24,2.87,4.95,0.55,4.4,
1003,2009-10-04,23.49,100.96,14.93,22.37,20.12,20.12,25.43,18.96,6.47,22.52,3.04,3.82,2.54,1.28,5.05,6.36,4.38,1.97,
1003,2009-10-05,18.99,100.75,18.58,25.71,23.94,23.94,28.85,23.29,5.56,25.56,2.59,4.19,0.38,3.81,4.21,7.54,0.55,6.99,
1003,2009-10-06,0.37,100.94,18.32,26.25,23.7,23.71,30.63,22.68,7.95,26.12,1.76,3.01,0.17,2.84,3.08,5.29,0.26,5.03,0.0
1003,2009-10-07,1.55,101.17,19.94,27.63,25.18,25.19,31.35,25.04,6.31,27.38,2.11,3.16,0.52,2.64,3.62,5.49,0.35,5.14,
1003,2009-10-08,0.26,101.3,19.08,26.75,24.46,24.46,30.47,24.36,6.1,26.56,1.91,3.21,0.16,3.05,3.31,5.92,0.06,5.85,
1003,2009-10-09,11.38,100.98,19.22,26.79,24.56,24.56,29.95,24.32,5.63,26.67,3.67,5.42,2.05,3.37,6.19,8.3,4.3,4.0,
1003,2009-10-10,0.36,101.13,16.18,24.39,21.71,21.71,28.86,20.14,8.73,24.73,2.01,3.52,0.45,3.08,3.23,5.15,0.52,4.62,
1003,2009-10-11,0.89,101.42,14.48,21.95,19.88,19.88,25.68,18.77,6.9,22.53,2.5,3.67,1.38,2.29,3.72,5.32,1.86,3.46,
1003,2009-10-12,12.03,101.31,17.32,24.38,22.8,22.8,28.42,21.66,6.76,24.27,1.55,2.13,0.45,1.67,2.91,4.19,0.73,3.46,
1003,2009-10-13,10.59,101.36,16.54,24.05,22.09,22.09,28.16,20.71,7.45,24.33,1.81,2.42,1.3,1.12,3.07,4.61,1.83,2.78,0.0
1003,2009-10-14,13.61,100.9,18.26,24.8,23.69,23.69,27.12,23.33,3.79,24.65,2.06,2.52,1.45,1.07,3.59,4.72,2.17,2.54,
1003,2009-10-15,6.34,100.38,18.84,26.01,24.12,24.12,29.66,23.06,6.61,25.88,3.0,3.94,1.72,2.22,5.15,6.08,2.71,3.37,
1003,2009-10-16,7.64,100.87,10.72,18.13,14.54,14.54,24.58,12.18,12.4,19.15,4.55,5.4,2.77,2.64,6.83,7.7,4.68,3.02,
1003,2009-10-17,0.0,101.81,6.4,11.87,7.45,7.45,15.72,8.31,7.41,13.83,4.78,6.06,3.49,2.57,7.31,8.8,5.72,3.08,
1003,2009-10-18,0.0,102.15,5.6,10.03,5.56,5.57,15.19,6.06,9.13,12.08,4.04,4.81,3.12,1.69,6.46,6.84,5.9,0.95,
1003,2009-10-19,0.0,102.02,5.95,11.84,6.43,6.44,18.18,5.52,12.66,13.0,2.31,3.09,1.26,1.83,3.64,5.83,1.69,4.14,
1003,2009-10-20,0.0,101.83,7.77,14.26,10.21,10.22,20.96,8.46,12.5,15.04,2.64,2.95,2.05,0.89,4.47,5.83,2.83,3.01,0.0
1003,2009-10-21,0.0,101.5,10.67,17.87,14.9,14.9,24.5,11.85,12.65,18.24,3.21,3.85,2.87,0.98,5.44,6.56,3.9,2.66,
1003,2009-10-22,8.33,100.86,14.88,21.76,20.22,20.22,25.06,17.71,7.35,21.62,4.29,5.68,3.11,2.57,7.0,9.4,5.4,4.01,
1003,2009-10-23,9.44,100.49,13.63,21.38,18.56,18.55,24.39,14.27,10.12,21.56,4.09,6.27,2.83,3.45,6.57,10.37,4.85,5.51,
1003,2009-10-24,0.0,101.05,7.85,13.76,10.43,10.43,18.07,10.28,7.78,15.13,3.03,3.66,2.24,1.42,4.97,5.5,4.23,1.26,
1003,2009-10-25,0.0,101.31,7.53,13.77,9.84,9.84,19.28,8.6,10.68,14.77,2.35,2.99,1.72,1.27,3.85,4.88,2.98,1.9,
1003,2009-10-26,0.36,101.27,9.16,15.16,12.75,12.75,19.07,11.87,7.2,15.96,2.24,2.9,1.47,1.43,3.73,5.07,2.24,2.83,
1003,2009-10-27,16.34,100.61,12.9,18.77,17.94,17.94,21.92,15.78,6.13,19.21,2.59,3.24,0.82,2.42,4.3,5.6,1.2,4.4,0.0
1003,2009-10-28,0.42,101.0,10.97,18.02,15.47,15.47,22.55,13.64,8.92,18.64,1.89,2.76,0.91,1.85,3.24,5.45,0.96,4.5,
1003,2009-10-29,0.26,101.06,15.79,22.24,21.14,21.14,26.51,17.9,8.61,22.14,2.99,3.55,2.6,0.95,5.2,6.14,3.84,2.3,
1003,2009-10-30,6.45,100.81,17.71,24.41,23.18,23.18,27.4,22.33,5.07,24.17,4.35,5.79,2.83,2.96,7.53,9.24,5.99,3.26,
1003,2009-10-31,4.45,101.2,9.41,15.72,12.66,12.66,23.41,10.77,12.65,16.69,3.94,5.16,2.43,2.72,6.06,7.34,4.13,3.21,
1003,2009-11-01,0.0,101.49,7.16,13.21,9.11,9.12,19.08,8.56,10.52,14.2,3.06,3.76,2.31,1.45,5.19,6.69,3.14,3.55,
1003,2009-11-02,0.03,101.57,7.74,13.6,10.21,10.21,19.99,8.34,11.65,14.59,2.52,3.01,1.8,1.21,4.32,6.14,2.72,3.42,
1003,2009-11-03,0.0,101.78,8.93,15.34,12.37,12.37,21.71,9.82,11.89,15.97,2.69,3.19,2.22,0.97,4.72,6.06,2.83,3.23,0.0
1003,2009-11-04,0.0,102.0,9.36,16.67,13.2,13.2,23.2,11.35,11.85,16.91,2.38,2.78,1.69,1.09,4.05,5.9,2.36,3.54,
1003,2009-11-05,0.0,102.17,8.35,15.19,11.5,11.5,21.36,10.16,11.19,15.69,3.14,4.09,2.58,1.5,5.61,6.76,3.26,3.49,
1003,2009-11-06,0.0,102.02,6.73,13.41,8.23,8.23,20.3,7.29,13.01,13.56,2.77,3.19,1.96,1.23,4.41,5.83,2.94,2.89,
1003,2009-11-07,0.01,101.81,8.93,15.24,12.19,12.19,22.14,8.92,13.23,15.37,2.82,3.39,2.27,1.12,4.81,6.08,3.15,2.93,
1003,2009-11-08,0.09,101.67,10.6,17.64,14.93,14.93,22.93,12.55,10.38,17.85,3.45,4.7,2.72,1.98,5.79,6.8,4.3,2.5,
1003,2009-11-09,69.88,101.18,12.17,18.3,17.15,17.15,20.11,16.34,3.77,18.47,6.19,9.42,3.6,5.83,9.32,14.21,5.79,8.42,
1003,2009-11-10,19.24,100.29,12.75,19.18,17.61,17.61,21.43,15.4,6.03,19.43,5.26,8.36,1.21,7.15,7.92,12.92,0.95,11.97,0.0
1003,2009-11-11,0.1,100.89,9.65,16.39,13.56,13.56,20.72,13.11,7.61,16.94,5.36,6.21,3.56,2.65,8.29,9.41,5.97,3.44,
1003,2009-11-12,0.0,101.01,7.63,13.35,10.03,10.03,18.25,9.65,8.59,14.11,3.39,4.03,2.6,1.42,5.68,6.52,4.87,1.66,
1003,2009-11-13,0.0,100.91,7.52,13.84,9.74,9.74,19.7,8.3,11.4,13.48,1.64,2.39,0.73,1.66,2.48,4.66,0.8,3.85,
1003,2009-11-14,0.0,101.08,7.95,15.37,10.63,10.63,20.16,10.96,9.2,13.6,1.39,1.69,0.89,0.8,1.81,2.23,1.09,1.14,
1003,2009-11-15,0.02,101.26,8.01,15.7,10.76,10.76,20.48,10.62,9.86,13.71,0.93,1.43,0.63,0.8,1.19,1.87,0.78,1.08,
1003,2009-11-16,0.61,101.13,9.16,16.12,12.72,12.71,21.0,11.42,9.58,15.22,1.16,2.75,0.12,2.63,2.07,5.59,0.14,5.45,
1003,2009-11-17,1.32,101.14,7.55,12.03,9.51,9.51,16.75,7.14,9.61,12.89,3.05,4.21,2.2,2.01,4.92,6.03,3.85,2.17,0.0
1003,2009-11-18,0.0,101.52,5.94,9.63,6.41,6.41,14.81,5.97,8.85,10.73,1.82,2.35,0.89,1.47,2.83,4.4,0.98,3.42,
1003,2009-11-19,0.0,101.7,6.43,10.25,7.52,7.52,16.72,5.35,11.37,11.13,2.37,2.82,1.95,0.87,3.89,5.63,2.65,2.97,
1003,2009-11-20,0.0,101.51,7.05,12.06,8.85,8.85,18.47,6.79,11.68,12.76,2.64,2.91,1.98,0.93,4.45,5.67,3.43,2.25,
1003,2009-11-21,14.45,101.07,9.3,14.92,12.81,12.81,19.12,11.32,7.8,15.21,3.63,6.72,2.32,4.4,5.64,10.17,2.93,7.25,
1003,2009-11-22,2.45,100.82,10.72,16.92,15.09,15.09,21.23,12.42,8.81,17.0,1.99,4.84,1.22,3.61,3.23,7.93,1.9,6.04,
1003,2009-11-23,0.12,101.45,8.52,13.62,11.75,11.75,17.51,11.18,6.34,14.28,1.42,1.94,1.17,0.76,2.51,4.08,1.42,2.65,
1003,2009-11-24,0.01,101.5,8.17,13.97,11.11,11.11,18.27,10.14,8.13,14.05,1.6,2.5,0.75,1.75,2.44,4.03,0.93,3.1,0.0
1003,2009-11-25,0.01,101.39,7.9,13.3,10.51,10.51,18.22,8.07,10.15,13.49,2.36,2.91,0.31,2.6,4.03,6.04,0.56,5.49,
1003,2009-11-26,0.0,101.54,5.33,9.2,4.84,4.85,15.25,5.12,10.13,10.17,3.44,5.43,2.18,3.25,5.72,7.84,2.69,5.15,
1003,2009-11-27,0.0,101.77,4.92,8.0,3.69,3.7,13.82,2.25,11.57,9.07,2.27,3.08,1.29,1.79,3.71,5.65,1.67,3.98,
1003,2009-11-28,0.0,101.56,5.8,10.71,6.08,6.08,15.65,7.02,8.63,10.78,1.51,2.04,0.89,1.16,2.24,3.84,1.16,2.67,
1003,2009-11-29,0.0,101.33,8.35,13.64,11.0,11.0,20.03,7.56,12.48,13.56,1.91,2.64,0.74,1.9,3.61,5.61,0.96,4.65,
